order_id,category,price,discount_pct,payment_method,customer_order_count,customer_return_rate_hist,days_since_signup,delivery_days,is_weekend_order,size_variant,coupon_used,review_rating_at_purchase,returned
ORD107519,apparel,2943.42,28.1,prepaid_card,3,0.0,368,3,0,1,0,4.3,0
ORD107520,accessories,4978.56,22.8,COD,3,0.0,104,3,0,0,0,4.0,0
ORD107521,grocery,116.22,34.9,prepaid_card,8,0.0,24,1,0,0,1,3.3,0
ORD107522,grocery,848.23,19.4,COD,11,0.2,491,4,0,0,0,3.7,0
ORD107523,electronics,437.21,6.6,UPI,16,0.0,35,2,0,0,1,3.7,0
ORD107524,home,246.99,31.0,COD,3,0.5,53,2,1,0,0,5.0,1
ORD107525,accessories,479.41,72.2,COD,8,0.14285714285714285,72,4,0,0,1,3.8,0
ORD107526,footwear,195.32,27.1,prepaid_card,4,0.0,30,1,0,1,0,4.0,0
ORD107527,accessories,355.74,6.5,COD,11,0.1,40,6,1,0,0,3.4,0
ORD107528,accessories,1369.41,37.0,UPI,5,0.25,116,1,0,0,0,4.3,0
ORD107529,accessories,425.32,29.4,prepaid_card,8,0.14285714285714285,4,1,0,0,0,4.4,0
ORD107530,electronics,297.78,17.8,UPI,6,0.2,6,4,1,0,0,4.6,0
ORD107531,apparel,243.9,40.8,COD,1,,67,1,0,1,1,3.0,0
ORD107532,electronics,258.32,18.8,UPI,10,0.1111111111111111,219,5,0,0,1,3.6,0
ORD107533,apparel,1784.67,9.3,COD,2,0.0,22,5,0,1,0,4.7,0
ORD107534,electronics,252.33,10.4,prepaid_card,4,0.3333333333333333,146,4,1,0,0,3.8,0
ORD107535,home,517.67,12.1,COD,7,0.16666666666666666,146,4,1,0,1,5.0,0
ORD107536,accessories,405.37,18.4,COD,1,,23,1,0,0,0,3.3,0
ORD107537,electronics,647.03,16.9,COD,10,0.2222222222222222,217,1,0,0,0,3.8,0
ORD107538,beauty,819.6,42.5,COD,10,0.2222222222222222,306,8,1,0,1,4.5,0
ORD107539,grocery,643.44,51.6,COD,9,0.125,38,4,0,0,1,3.9,0
ORD107540,apparel,5625.85,21.2,COD,3,0.0,346,5,0,1,0,4.5,0
ORD107541,electronics,307.27,18.5,prepaid_card,3,0.0,64,3,1,0,0,3.8,0
ORD107542,grocery,152.27,11.6,prepaid_card,6,0.2,158,1,0,0,0,4.3,1
ORD107543,footwear,197.79,32.1,COD,4,0.3333333333333333,39,2,0,0,1,3.3,1
ORD107544,footwear,1155.56,20.5,UPI,6,0.0,396,3,0,1,0,3.2,0
ORD107545,accessories,2256.08,41.3,COD,3,0.5,66,2,0,0,0,4.3,1
ORD107546,apparel,367.04,27.6,prepaid_card,8,0.0,276,6,0,0,1,4.1,0
ORD107547,apparel,674.09,48.0,prepaid_card,4,0.6666666666666666,200,3,0,1,0,4.3,1
ORD107548,home,1948.65,32.0,UPI,3,0.5,17,1,0,0,1,3.3,0
ORD107549,apparel,602.78,29.1,prepaid_card,7,0.0,160,5,0,1,1,4.6,0
ORD107550,grocery,1500.81,5.3,COD,3,0.0,50,5,0,0,1,3.6,0
ORD107551,home,1646.47,11.8,COD,7,0.16666666666666666,32,5,0,0,0,3.6,0
ORD107552,footwear,1040.16,49.2,UPI,7,0.6666666666666666,202,3,0,1,0,3.8,0
ORD107553,footwear,5171.92,5.5,wallet,10,0.0,28,5,0,1,0,4.2,0
ORD107554,grocery,1673.66,5.2,COD,2,0.0,231,4,1,0,0,4.1,0
ORD107555,footwear,4514.94,34.0,prepaid_card,4,0.0,426,4,1,1,0,4.3,1
ORD107556,home,140.6,34.0,COD,9,0.125,170,4,0,0,0,4.4,0
ORD107557,home,540.89,45.8,prepaid_card,9,0.0,48,4,1,0,0,4.1,0
ORD107558,beauty,195.25,51.2,COD,7,0.16666666666666666,272,1,0,0,0,4.5,0
ORD107559,home,866.69,22.6,COD,6,0.2,105,6,0,0,0,4.3,0
ORD107560,home,573.66,34.5,wallet,2,1.0,226,4,0,0,1,4.3,0
ORD107561,apparel,361.72,40.9,COD,5,0.0,6,2,0,1,1,5.0,0
ORD107562,accessories,1156.07,20.5,prepaid_card,6,0.2,155,4,0,0,0,4.1,0
ORD107563,footwear,1436.09,15.1,prepaid_card,3,0.0,74,3,0,1,1,3.7,0
ORD107564,electronics,1460.56,19.6,COD,8,0.2857142857142857,96,4,0,0,0,3.0,0
ORD107565,apparel,539.22,28.9,wallet,1,,120,2,0,1,0,4.0,0
ORD107566,beauty,507.85,16.2,COD,10,0.3333333333333333,245,2,1,0,1,4.6,0
ORD107567,footwear,547.57,16.8,prepaid_card,3,1.0,31,1,0,1,0,3.8,1
ORD107568,footwear,2575.16,9.3,wallet,2,0.0,163,5,0,1,1,3.2,0
ORD107569,footwear,296.39,45.5,prepaid_card,5,0.0,171,1,0,1,0,3.7,0
ORD107570,apparel,220.71,48.4,wallet,8,0.0,75,1,0,1,0,3.1,0
ORD107571,apparel,229.35,18.9,COD,2,0.0,569,4,0,1,1,3.7,0
ORD107572,footwear,310.24,15.4,UPI,14,0.23076923076923078,56,3,0,1,1,3.8,0
ORD107573,electronics,1125.57,40.6,COD,4,0.3333333333333333,72,3,1,0,0,3.5,1
ORD107574,apparel,442.57,18.7,UPI,4,0.0,470,2,0,1,0,4.0,0
ORD107575,grocery,361.31,54.5,UPI,4,0.3333333333333333,286,3,0,0,0,4.7,0
ORD107576,apparel,404.06,12.9,COD,6,0.0,268,3,1,1,0,4.6,0
ORD107577,apparel,958.03,24.7,COD,7,0.16666666666666666,466,5,1,1,1,5.0,1
ORD107578,apparel,1817.47,34.5,UPI,3,0.0,218,2,0,1,1,3.7,0
ORD107579,accessories,1552.84,21.3,COD,4,0.3333333333333333,22,3,0,0,0,5.0,0
ORD107580,accessories,1229.04,48.7,wallet,3,0.0,112,4,0,0,1,4.2,0
ORD107581,beauty,695.2,18.7,prepaid_card,1,,90,4,0,0,0,4.0,0
ORD107582,footwear,496.82,26.3,prepaid_card,10,0.1111111111111111,174,6,0,0,1,4.1,0
ORD107583,grocery,485.36,10.9,COD,4,0.0,223,1,0,0,1,3.2,0
ORD107584,apparel,916.35,47.4,COD,5,0.25,20,3,0,1,1,4.7,1
ORD107585,electronics,192.48,14.3,prepaid_card,8,0.14285714285714285,374,1,0,0,1,3.3,0
ORD107586,footwear,1243.94,33.4,UPI,5,0.0,63,6,0,0,0,5.0,0
ORD107587,footwear,258.27,37.8,prepaid_card,1,,22,4,0,1,0,4.2,0
ORD107588,beauty,4460.01,21.7,UPI,5,0.75,377,2,0,0,1,3.0,0
ORD107589,apparel,286.27,16.3,prepaid_card,10,0.1111111111111111,50,1,1,1,0,4.7,0
ORD107590,grocery,231.89,3.6,wallet,5,0.25,360,2,0,0,1,4.4,0
ORD107591,grocery,182.33,14.9,UPI,4,0.6666666666666666,198,4,0,0,1,4.5,1
ORD107592,home,518.79,61.7,prepaid_card,4,0.0,121,6,0,0,0,3.8,0
ORD107593,home,526.29,29.8,prepaid_card,1,,166,1,0,0,1,3.4,0
ORD107594,beauty,903.52,54.1,COD,2,1.0,88,4,0,0,1,4.1,1
ORD107595,grocery,214.2,32.5,COD,3,1.0,224,5,0,0,0,4.3,0
ORD107596,accessories,471.09,29.1,UPI,7,0.16666666666666666,1,4,0,0,1,4.4,0
ORD107597,electronics,170.98,69.1,COD,5,0.5,77,1,1,0,0,4.4,1
ORD107598,electronics,993.04,12.8,COD,10,0.4444444444444444,75,3,1,0,0,4.3,1
ORD107599,electronics,1602.93,5.5,COD,2,0.0,51,3,0,0,0,3.8,0
ORD107600,footwear,686.04,27.6,UPI,6,0.2,18,2,0,1,0,4.2,0
ORD107601,apparel,429.98,32.2,COD,11,0.2,79,6,0,1,0,4.7,0
ORD107602,home,4855.44,29.6,COD,4,0.0,39,3,0,0,0,4.5,0
ORD107603,home,472.04,41.0,COD,17,0.0625,74,1,0,0,0,4.3,0
ORD107604,accessories,4392.05,37.1,prepaid_card,1,,217,3,0,0,0,3.6,0
ORD107605,footwear,418.45,22.2,UPI,9,0.125,29,4,0,1,0,3.8,0
ORD107606,home,1363.55,31.9,prepaid_card,3,0.5,29,4,0,0,1,4.9,0
ORD107607,accessories,857.6,37.8,COD,6,0.2,112,6,0,0,1,4.1,0
ORD107608,accessories,572.29,33.4,COD,5,0.0,3,3,0,0,0,3.9,0
ORD107609,grocery,1069.79,20.0,prepaid_card,6,0.0,394,8,1,0,0,3.6,0
ORD107610,accessories,73.96,35.5,COD,7,0.5,214,6,1,0,1,5.0,1
ORD107611,electronics,333.0,37.7,prepaid_card,3,1.0,85,6,0,0,1,4.2,0
ORD107612,apparel,285.15,20.1,prepaid_card,8,0.2857142857142857,383,4,1,1,0,4.6,0
ORD107613,home,429.04,13.9,UPI,3,0.0,108,5,0,0,1,4.3,0
ORD107614,home,1693.98,45.6,prepaid_card,12,0.09090909090909091,6,2,0,0,1,4.3,0
ORD107615,footwear,400.1,34.1,prepaid_card,4,0.3333333333333333,254,3,0,0,1,4.9,0
ORD107616,electronics,742.59,26.3,prepaid_card,3,0.0,71,6,0,0,0,4.0,0
ORD107617,electronics,961.36,22.6,wallet,6,0.0,152,1,1,0,0,4.0,0
ORD107618,apparel,603.44,46.0,UPI,2,0.0,32,8,0,1,0,3.1,0
ORD107619,home,54.07,24.4,COD,2,0.0,121,3,0,0,1,4.1,0
ORD107620,beauty,800.51,38.3,wallet,4,0.3333333333333333,232,2,0,0,0,4.0,0
ORD107621,electronics,691.42,9.8,prepaid_card,6,0.8,10,4,1,0,0,4.5,0
ORD107622,apparel,572.23,42.9,COD,9,0.5,130,6,1,1,1,3.3,1
ORD107623,home,1499.99,12.5,COD,9,0.25,46,6,0,0,0,3.6,1
ORD107624,beauty,661.26,6.1,COD,15,0.21428571428571427,302,2,0,0,0,3.4,0
ORD107625,home,2390.01,7.1,UPI,1,,101,2,0,0,0,3.7,0
ORD107626,footwear,2061.09,33.3,prepaid_card,4,0.3333333333333333,109,2,1,0,1,3.8,0
ORD107627,beauty,748.31,37.5,COD,6,0.6,216,6,0,0,1,2.9,0
ORD107628,beauty,85.37,12.4,UPI,5,0.25,15,2,0,0,0,4.7,0
ORD107629,home,570.78,17.5,COD,9,0.375,1116,4,0,0,0,3.9,0
ORD107630,accessories,560.79,68.4,prepaid_card,5,0.25,33,5,0,0,0,3.2,0
ORD107631,apparel,1167.53,19.1,UPI,4,0.3333333333333333,85,1,0,1,0,4.4,1
ORD107632,footwear,2556.86,29.7,prepaid_card,4,0.0,46,3,1,1,0,3.8,0
ORD107633,apparel,236.84,52.4,prepaid_card,7,0.16666666666666666,418,5,0,1,0,4.7,0
ORD107634,home,84.4,17.5,prepaid_card,8,0.14285714285714285,66,6,1,0,1,4.2,0
ORD107635,beauty,386.3,24.6,prepaid_card,2,1.0,340,5,0,0,0,4.1,0
ORD107636,accessories,1280.84,25.1,prepaid_card,2,0.0,112,2,0,0,0,3.8,0
ORD107637,home,368.21,1.0,wallet,1,,11,4,1,0,0,2.9,0
ORD107638,beauty,360.37,15.2,prepaid_card,6,0.0,34,1,1,0,0,3.7,0
ORD107639,footwear,2047.83,12.8,prepaid_card,1,,30,2,0,1,0,3.4,0
ORD107640,apparel,2599.03,19.3,prepaid_card,2,0.0,315,7,1,1,1,4.0,0
ORD107641,electronics,1979.51,53.0,UPI,5,0.25,61,4,0,0,0,3.9,0
ORD107642,electronics,780.1,44.9,UPI,4,0.3333333333333333,174,4,0,0,0,3.6,0
ORD107643,accessories,1711.93,11.5,COD,6,0.0,69,7,1,0,1,3.8,0
ORD107644,apparel,1558.73,5.5,COD,4,0.3333333333333333,140,2,0,0,0,4.3,0
ORD107645,footwear,435.33,63.2,COD,5,0.25,157,6,1,1,0,5.0,0
ORD107646,footwear,2010.84,34.1,COD,9,0.25,262,1,0,1,0,4.4,0
ORD107647,apparel,634.32,42.5,COD,4,0.6666666666666666,332,4,0,1,0,3.7,1
ORD107648,apparel,128.01,31.8,UPI,5,0.0,95,6,1,1,0,3.7,0
ORD107649,electronics,355.17,21.7,prepaid_card,8,0.14285714285714285,97,5,0,0,0,4.9,0
ORD107650,home,701.13,24.8,UPI,13,0.4166666666666667,160,6,0,0,0,4.2,0
ORD107651,apparel,214.96,20.5,COD,4,0.0,607,4,1,1,1,4.0,1
ORD107652,electronics,817.83,35.4,wallet,8,0.14285714285714285,484,1,0,0,0,3.6,1
ORD107653,accessories,1712.44,30.3,COD,5,0.0,207,3,0,0,0,4.2,0
ORD107654,home,937.47,55.0,COD,4,0.0,139,1,0,0,0,3.3,0
ORD107655,home,651.99,15.5,COD,5,0.0,373,3,0,0,1,3.3,0
ORD107656,electronics,846.42,26.5,UPI,3,0.0,313,1,0,0,0,4.5,1
ORD107657,accessories,3679.85,29.8,COD,2,0.0,3,4,1,0,0,4.2,0
ORD107658,apparel,309.91,30.6,COD,1,,87,1,0,1,0,2.6,1
ORD107659,beauty,1094.84,35.6,prepaid_card,5,0.25,164,5,0,0,1,4.0,0
ORD107660,apparel,794.25,8.1,prepaid_card,10,0.2222222222222222,11,3,0,1,1,4.6,0
ORD107661,beauty,444.19,9.2,COD,5,0.5,153,5,0,0,1,3.5,0
ORD107662,apparel,532.71,23.1,COD,8,0.0,56,6,0,1,0,4.4,1
ORD107663,footwear,1558.09,11.0,prepaid_card,4,0.0,128,5,0,0,1,3.5,0
ORD107664,electronics,400.11,65.4,UPI,6,0.2,152,4,1,0,0,3.5,0
ORD107665,footwear,186.12,17.0,UPI,2,0.0,3,5,0,1,0,4.9,1
ORD107666,electronics,305.65,24.7,UPI,10,0.1111111111111111,181,6,0,0,0,4.1,0
ORD107667,footwear,1463.84,24.6,COD,3,0.0,22,5,1,1,1,3.5,0
ORD107668,apparel,1054.59,34.5,COD,8,0.0,59,3,0,1,1,3.0,0
ORD107669,beauty,2797.64,40.0,COD,3,0.0,155,6,0,0,1,3.8,0
ORD107670,grocery,892.31,21.8,COD,2,0.0,69,5,1,0,1,3.6,0
ORD107671,home,498.67,13.0,prepaid_card,6,0.2,374,3,1,0,1,4.7,0
ORD107672,footwear,1523.6,27.6,COD,1,,907,4,0,1,0,3.2,1
ORD107673,accessories,585.7,6.3,prepaid_card,3,0.0,105,6,0,0,1,3.4,0
ORD107674,beauty,548.71,9.1,COD,3,0.5,42,2,0,0,0,4.5,0
ORD107675,accessories,415.84,20.0,UPI,4,0.3333333333333333,113,5,1,0,0,4.0,0
ORD107676,home,458.65,17.4,wallet,5,0.0,292,1,1,0,1,4.5,0
ORD107677,footwear,509.99,1.8,UPI,3,0.0,24,5,1,1,0,4.6,0
ORD107678,electronics,1299.23,39.7,COD,6,0.2,7,3,0,0,0,3.8,1
ORD107679,accessories,717.79,23.9,UPI,5,0.5,49,1,0,0,1,5.0,0
ORD107680,accessories,1888.77,40.3,COD,10,0.0,243,4,0,0,0,4.7,0
ORD107681,apparel,492.5,28.5,UPI,10,0.2222222222222222,211,6,0,0,0,3.6,0
ORD107682,electronics,4449.15,39.3,prepaid_card,3,0.0,476,5,0,0,0,4.5,0
ORD107683,home,125.5,30.9,COD,10,0.0,71,1,1,0,0,5.0,0
ORD107684,footwear,827.81,38.0,COD,3,0.0,142,4,0,1,1,3.1,1
ORD107685,footwear,91.79,26.3,UPI,9,0.0,152,6,1,1,0,3.7,0
ORD107686,grocery,1570.92,39.1,COD,10,0.1111111111111111,307,5,0,0,1,4.3,0
ORD107687,home,339.03,28.0,COD,8,0.2857142857142857,495,2,0,0,1,3.0,0
ORD107688,accessories,7225.66,44.7,UPI,5,0.0,58,3,0,0,0,3.8,0
ORD107689,electronics,839.07,24.8,prepaid_card,6,0.0,172,3,1,0,0,3.8,0
ORD107690,footwear,278.46,8.0,prepaid_card,8,0.14285714285714285,105,1,1,1,1,3.8,0
ORD107691,grocery,182.18,30.8,COD,1,,150,3,0,0,0,3.4,0
ORD107692,footwear,1764.64,36.2,prepaid_card,7,0.16666666666666666,46,3,0,0,1,4.2,1
ORD107693,beauty,1167.49,41.9,UPI,7,0.0,135,3,1,0,1,5.0,0
ORD107694,electronics,376.15,17.0,COD,3,0.0,42,3,0,0,1,3.7,0
ORD107695,electronics,1903.88,39.0,prepaid_card,3,0.0,159,5,0,0,0,4.3,0
ORD107696,beauty,517.73,34.3,COD,9,0.25,11,3,0,0,1,4.2,0
ORD107697,footwear,2346.42,13.7,prepaid_card,3,0.5,59,5,0,1,1,4.4,1
ORD107698,apparel,1963.18,31.5,UPI,8,0.2857142857142857,108,4,1,1,0,3.5,1
ORD107699,electronics,457.67,68.3,COD,8,0.0,44,2,0,0,0,4.6,0
ORD107700,apparel,956.9,37.8,COD,4,0.0,222,5,0,1,0,3.9,0
ORD107701,electronics,239.95,20.5,COD,10,0.0,761,5,1,0,0,5.0,0
ORD107702,grocery,2763.47,27.4,wallet,11,0.0,41,3,0,0,0,2.9,0
ORD107703,beauty,519.38,23.0,prepaid_card,17,0.125,149,5,1,0,1,3.9,0
ORD107704,apparel,1693.48,53.0,COD,7,0.3333333333333333,15,4,0,1,1,4.5,0
ORD107705,apparel,611.85,10.1,COD,5,0.25,430,6,1,1,0,3.6,0
ORD107706,electronics,2207.17,28.1,COD,3,0.0,77,5,0,0,1,4.2,0
ORD107707,footwear,93.45,29.8,UPI,5,0.0,584,2,0,1,0,5.0,0
ORD107708,home,213.36,57.0,prepaid_card,5,0.0,156,4,0,0,0,4.3,0
ORD107709,electronics,853.71,20.2,prepaid_card,4,0.3333333333333333,129,5,0,0,0,4.6,0
ORD107710,accessories,731.43,46.3,prepaid_card,4,0.6666666666666666,554,3,0,0,1,4.2,0
ORD107711,footwear,1256.94,34.9,wallet,9,0.375,23,3,0,1,1,4.9,0
ORD107712,apparel,607.35,68.2,COD,6,0.2,70,2,1,0,1,3.4,0
ORD107713,grocery,2854.56,14.4,COD,9,0.125,643,7,0,0,0,3.9,0
ORD107714,electronics,711.57,12.0,COD,3,0.0,117,5,1,0,1,2.7,0
ORD107715,electronics,3897.65,25.4,prepaid_card,10,0.3333333333333333,247,4,0,0,1,4.0,0
ORD107716,grocery,1346.04,38.2,prepaid_card,3,0.5,357,1,1,0,1,3.9,0
ORD107717,apparel,438.4,26.2,prepaid_card,10,0.4444444444444444,2,1,0,1,1,4.2,1
ORD107718,apparel,978.86,44.7,wallet,3,0.0,625,6,1,1,0,3.2,1
ORD107719,footwear,610.05,14.4,prepaid_card,2,0.0,72,5,0,1,1,4.3,0
ORD107720,footwear,937.69,34.0,COD,5,0.25,181,5,1,1,1,5.0,0
ORD107721,home,216.2,26.2,COD,5,0.5,286,2,0,0,0,5.0,0
ORD107722,electronics,209.77,13.1,UPI,5,0.25,79,7,0,0,1,4.6,0
ORD107723,electronics,812.74,43.7,UPI,6,0.8,61,1,0,0,1,3.5,0
ORD107724,footwear,1163.64,47.3,UPI,7,1.0,325,4,0,1,0,3.5,0
ORD107725,beauty,1091.6,12.5,UPI,10,0.3333333333333333,311,5,1,0,0,4.2,0
ORD107726,apparel,1702.48,17.4,COD,1,,121,1,0,1,1,4.5,0
ORD107727,footwear,1512.29,22.2,COD,4,0.3333333333333333,58,5,1,1,0,5.0,0
ORD107728,accessories,413.46,16.6,UPI,3,0.0,907,5,0,0,0,4.3,0
ORD107729,footwear,360.42,53.6,UPI,4,0.0,21,7,0,1,0,4.6,0
ORD107730,home,232.62,18.8,COD,6,0.0,28,2,0,0,1,3.3,0
ORD107731,grocery,85.34,33.3,prepaid_card,6,0.0,144,4,1,0,0,3.3,0
ORD107732,apparel,476.25,17.3,prepaid_card,5,0.5,90,2,0,0,1,3.7,0
ORD107733,footwear,368.49,24.1,COD,6,0.2,57,1,0,1,0,4.2,1
ORD107734,home,336.33,58.3,COD,2,0.0,181,1,0,0,0,3.3,0
ORD107735,beauty,367.69,13.3,COD,10,0.3333333333333333,31,3,0,0,0,5.0,0
ORD107736,home,1250.31,19.9,UPI,11,0.3,3,1,0,0,1,4.1,0
ORD107737,grocery,4246.94,10.2,COD,9,0.25,284,6,0,0,0,3.5,0
ORD107738,footwear,2021.8,17.3,prepaid_card,6,0.2,122,1,1,1,0,4.2,0
ORD107739,electronics,796.54,6.6,COD,9,0.375,192,6,0,0,0,4.8,0
ORD107740,accessories,1193.21,22.3,UPI,8,0.14285714285714285,130,3,1,0,0,3.9,0
ORD107741,apparel,218.47,21.2,UPI,2,0.0,257,1,0,1,0,4.4,0
ORD107742,grocery,224.08,22.9,COD,4,0.0,170,4,0,0,0,4.2,0
ORD107743,grocery,972.42,7.0,COD,7,0.0,31,2,0,0,0,4.2,0
ORD107744,beauty,319.32,15.0,COD,5,0.0,32,2,0,0,0,3.9,0
ORD107745,electronics,696.95,56.2,prepaid_card,12,0.09090909090909091,118,2,1,0,1,3.1,0
ORD107746,accessories,756.24,18.6,COD,4,0.0,238,3,1,0,0,2.9,0
ORD107747,beauty,731.08,34.1,prepaid_card,5,0.0,141,3,1,0,0,3.4,0
ORD107748,apparel,751.62,14.1,COD,5,0.25,165,4,1,1,0,4.8,0
ORD107749,home,242.24,65.7,prepaid_card,2,1.0,26,5,0,0,0,3.2,1
ORD107750,electronics,792.17,8.0,prepaid_card,1,,92,3,0,0,1,4.2,0
ORD107751,apparel,593.92,23.2,UPI,7,0.0,44,2,0,1,0,4.2,1
ORD107752,apparel,588.59,53.1,wallet,11,0.1,309,1,0,1,0,3.9,1
ORD107753,grocery,368.02,17.5,UPI,7,0.3333333333333333,135,4,0,0,1,4.5,0
ORD107754,apparel,359.97,21.3,UPI,4,0.0,102,1,0,1,0,2.7,0
ORD107755,grocery,57.17,50.1,COD,4,0.0,140,4,0,0,1,3.6,0
ORD107756,apparel,1554.31,3.5,prepaid_card,4,0.0,131,5,0,1,0,3.4,0
ORD107757,beauty,42.86,28.5,COD,5,0.25,95,4,0,0,0,4.4,0
ORD107758,grocery,2091.31,45.0,COD,6,0.2,29,5,0,0,0,3.8,0
ORD107759,apparel,814.56,48.6,UPI,6,0.2,171,7,0,1,0,5.0,1
ORD107760,home,163.54,48.4,UPI,8,0.14285714285714285,83,4,0,0,0,4.7,0
ORD107761,grocery,1098.53,38.8,COD,8,0.14285714285714285,111,1,0,0,0,4.8,0
ORD107762,electronics,1636.19,26.8,COD,5,0.25,49,5,0,0,0,3.5,0
ORD107763,apparel,339.62,55.0,prepaid_card,4,0.3333333333333333,516,2,1,1,0,3.8,0
ORD107764,home,674.32,20.2,COD,5,0.25,179,2,0,0,0,3.2,0
ORD107765,accessories,585.72,25.5,COD,7,0.0,72,6,0,0,0,3.9,0
ORD107766,electronics,438.33,23.4,UPI,4,0.0,139,1,1,0,0,4.0,0
ORD107767,apparel,14321.55,15.5,COD,1,,12,2,0,1,1,3.7,0
ORD107768,grocery,1879.01,62.8,prepaid_card,10,0.3333333333333333,10,5,0,0,1,4.0,0
ORD107769,apparel,294.26,24.0,prepaid_card,6,0.2,96,1,0,1,0,4.6,0
ORD107770,electronics,900.72,8.2,UPI,10,0.1111111111111111,33,4,1,0,1,3.3,0
ORD107771,footwear,257.09,24.3,UPI,11,0.3,81,3,1,1,1,3.4,1
ORD107772,apparel,1817.21,20.2,COD,5,0.0,64,2,0,1,0,3.0,1
ORD107773,home,942.14,6.9,prepaid_card,12,0.36363636363636365,151,2,0,0,0,4.7,0
ORD107774,footwear,1389.58,37.5,COD,6,0.0,36,4,1,0,0,4.0,1
ORD107775,footwear,2590.87,16.9,COD,15,0.14285714285714285,33,1,1,1,1,4.1,0
ORD107776,apparel,2887.16,30.5,wallet,8,0.14285714285714285,40,3,0,1,1,4.1,0
ORD107777,beauty,922.86,29.6,UPI,5,0.25,733,4,1,0,0,4.6,1
ORD107778,electronics,1046.29,32.0,UPI,11,0.0,450,4,1,0,0,3.6,0
ORD107779,electronics,354.58,16.0,COD,3,0.5,257,6,0,0,0,4.3,0
ORD107780,apparel,626.14,5.3,COD,2,0.0,372,2,0,1,1,4.0,1
ORD107781,apparel,714.41,59.2,prepaid_card,4,0.3333333333333333,29,3,0,0,1,3.7,0
ORD107782,electronics,918.74,10.0,UPI,2,0.0,232,4,0,0,1,4.5,0
ORD107783,electronics,663.76,35.6,UPI,2,0.0,116,4,1,0,0,4.3,0
ORD107784,apparel,81.34,38.2,UPI,3,0.5,108,4,1,1,0,3.4,1
ORD107785,accessories,573.28,40.8,UPI,5,0.5,26,6,0,0,1,4.2,0
ORD107786,apparel,71.72,14.1,COD,4,0.6666666666666666,43,2,0,0,0,4.4,0
ORD107787,apparel,113.09,45.5,COD,3,0.0,24,4,0,1,0,4.2,0
ORD107788,apparel,1005.4,47.6,COD,3,0.0,138,3,0,1,0,5.0,0
ORD107789,accessories,864.15,49.7,UPI,2,0.0,273,6,0,0,0,4.2,0
ORD107790,apparel,200.13,61.8,COD,4,0.6666666666666666,48,7,0,1,0,4.6,0
ORD107791,accessories,192.31,49.8,COD,3,0.0,248,5,0,0,0,4.5,0
ORD107792,beauty,2418.42,22.4,UPI,6,0.2,42,3,0,0,0,5.0,0
ORD107793,home,478.11,21.3,UPI,14,0.38461538461538464,509,2,1,0,1,3.5,0
ORD107794,home,357.77,13.7,prepaid_card,6,0.2,56,1,1,0,1,4.3,0
ORD107795,grocery,509.26,28.9,prepaid_card,10,0.1111111111111111,379,3,0,0,0,4.8,0
ORD107796,apparel,2852.45,15.3,COD,10,0.2222222222222222,27,1,0,1,1,4.5,1
ORD107797,beauty,2532.33,18.0,prepaid_card,9,0.125,415,5,1,0,0,4.2,0
ORD107798,footwear,426.44,28.9,UPI,1,,46,6,1,1,0,3.4,0
ORD107799,electronics,547.03,28.7,UPI,3,0.5,88,1,1,0,0,3.8,0
ORD107800,electronics,1233.82,21.6,UPI,2,0.0,160,3,0,0,0,4.3,0
ORD107801,electronics,947.06,32.4,UPI,2,0.0,12,1,0,0,0,4.3,0
ORD107802,footwear,57.81,24.1,COD,4,0.0,63,4,0,1,1,3.8,1
ORD107803,apparel,1167.11,20.7,prepaid_card,8,0.14285714285714285,102,4,1,1,0,4.0,0
ORD107804,apparel,157.38,9.2,prepaid_card,2,0.0,160,6,0,0,0,4.1,0
ORD107805,footwear,342.54,49.6,prepaid_card,3,0.0,49,4,0,1,1,4.4,1
ORD107806,apparel,676.99,13.1,COD,8,0.5714285714285714,183,4,0,1,1,4.0,0
ORD107807,electronics,1195.22,65.9,UPI,10,0.4444444444444444,96,4,0,0,1,4.8,0
ORD107808,footwear,244.82,25.4,UPI,3,0.5,137,3,0,0,1,4.3,0
ORD107809,electronics,443.73,52.9,UPI,3,0.5,496,4,0,0,0,4.3,0
ORD107810,grocery,1813.99,48.5,prepaid_card,6,0.0,507,5,0,0,1,4.8,0
ORD107811,grocery,815.14,10.0,COD,7,0.0,405,2,1,0,0,4.0,0
ORD107812,electronics,1202.05,6.4,COD,4,0.0,7,2,1,0,0,4.4,0
ORD107813,accessories,721.36,68.4,prepaid_card,6,0.6,168,3,0,0,1,3.7,0
ORD107814,accessories,378.72,32.2,wallet,8,0.14285714285714285,159,5,0,0,0,3.5,0
ORD107815,footwear,689.04,20.2,COD,3,0.0,7,5,0,1,0,4.5,0
ORD107816,accessories,3312.23,32.2,COD,13,0.5,82,4,1,0,0,4.5,0
ORD107817,grocery,106.1,50.8,prepaid_card,1,,90,1,0,0,0,4.7,0
ORD107818,apparel,807.05,35.4,COD,4,0.3333333333333333,95,2,1,1,0,4.7,1
ORD107819,accessories,1176.2,21.0,COD,7,0.0,47,3,0,0,0,4.6,0
ORD107820,home,914.82,13.1,COD,5,0.75,79,3,1,0,1,4.3,0
ORD107821,home,279.73,27.4,UPI,1,,5,6,1,0,0,4.8,0
ORD107822,beauty,1179.23,39.6,UPI,3,0.0,33,6,0,0,0,4.3,1
ORD107823,home,4312.73,8.1,COD,1,,134,3,1,0,0,3.0,0
